GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
False,Adult,UpperMiddle,Normal,Current,None,Football,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Secure,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Rural,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Adventurous,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,One
False,Senior,Prole,Cautious,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,True,TenThou,False,FiveThou,City,True,Million,HundredThou,False,HundredThou,Fair,False,Thousand,Many
False,Senior,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Poor,FiveThou,False,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Adult,Prole,Cautious,Current,None,EggShell,None,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TenThou,Rural,True,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Zero
False,Adolescent,Middle,Adventurous,Older,Severe,Football,Severe,FamilySedan,Poor,Domino,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,TenThou,TenThou,True,Thousand,Good,False,Thousand,Many
False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,Normal,False,TenThou,False,FiveThou,Rural,False,HundredThou,TenThou,False,TenThou,Fair,False,Thousand,Zero
False,Senior,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Rural,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Many
False,Adolescent,Prole,Adventurous,Older,None,EggShell,None,Economy,Poor,FiveThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
True,Adolescent,Middle,Adventurous,Older,None,Football,Mild,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TwentyThou,Rural,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
False,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adolescent,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Secure,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,UpperMiddle,Cautious,Current,None,Tank,None,Luxury,Excellent,Domino,True,Normal,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,EggShell,None,SportsCar,Poor,Domino,False,SubStandard,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Senior,Middle,Cautious,Older,None,EggShell,None,Economy,Excellent,FiftyThou,False,Expert,True,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,UpperMiddle,Normal,Current,Moderate,EggShell,Moderate,FamilySedan,Poor,Domino,True,SubStandard,False,HundredThou,False,TwentyThou,Secure,True,HundredThou,Thousand,True,TenThou,Poor,True,Thousand,Many
False,Adult,Prole,Adventurous,Older,Mild,EggShell,Mild,SportsCar,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Adult,Prole,Adventurous,Older,None,Football,None,FamilySedan,Poor,FiveThou,False,SubStandard,False,Thousand,False,TwentyThou,City,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Many
False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Normal,True,Thousand,False,TenThou,City,True,TenThou,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adolescent,Middle,Adventurous,Older,Severe,Football,Severe,FamilySedan,Poor,Domino,False,Normal,False,TenThou,False,FiveThou,Rural,False,HundredThou,TenThou,True,Thousand,Fair,False,Thousand,Many
False,Senior,UpperMiddle,Cautious,Current,None,Tank,None,FamilySedan,Excellent,TwentyThou,True,Expert,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Prole,Adventurous,Current,Mild,Football,Mild,FamilySedan,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TwentyThou,Rural,False,TenThou,Thousand,False,Thousand,Fair,True,Thousand,Many
False,Adult,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Excellent,FiveThou,True,Normal,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Normal,Current,Mild,Football,Mild,FamilySedan,Poor,FiveThou,True,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adult,Middle,Normal,Older,Severe,Football,Severe,FamilySedan,Poor,Domino,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,HundredThou,HundredThou,True,Thousand,Fair,False,Thousand,Many
False,Adult,Middle,Cautious,Current,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Senior,UpperMiddle,Normal,Older,None,Football,None,FamilySedan,Excellent,TwentyThou,False,Expert,True,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Adolescent,UpperMiddle,Normal,Current,None,Football,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Secure,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Adventurous,Older,Moderate,EggShell,Moderate,Economy,Poor,FiftyThou,False,Normal,False,TenThou,False,FiveThou,City,False,HundredThou,HundredThou,True,Thousand,Fair,False,Thousand,Zero
False,Adolescent,Middle,Psychopath,Current,Severe,EggShell,Severe,SportsCar,Poor,TwentyThou,True,Normal,False,HundredThou,False,TwentyThou,City,False,HundredThou,TenThou,False,Thousand,Good,True,Thousand,Many
False,Adult,Middle,Normal,Current,None,Football,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Senior,Middle,Cautious,Older,None,Football,None,FamilySedan,Excellent,FiftyThou,False,Expert,True,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adolescent,Middle,Adventurous,Older,None,Football,None,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Adolescent,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,Normal,False,TenThou,False,FiveThou,Rural,False,TenThou,Thousand,True,Million,Poor,False,Thousand,One
False,Adolescent,UpperMiddle,Adventurous,Current,None,EggShell,None,SportsCar,Poor,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Rural,False,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Many
False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adolescent,UpperMiddle,Adventurous,Current,None,Football,None,Luxury,Poor,TwentyThou,True,SubStandard,False,Thousand,False,FiftyThou,City,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
False,Senior,Prole,Cautious,Current,None,Football,Mild,FamilySedan,Poor,TwentyThou,True,SubStandard,True,Thousand,False,TwentyThou,City,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,One
False,Adult,Prole,Psychopath,Current,Severe,Football,Moderate,Economy,Poor,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Many
False,Adult,UpperMiddle,Normal,Current,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,One
False,Adolescent,UpperMiddle,Normal,Older,None,EggShell,None,FamilySedan,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Secure,True,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Prole,Adventurous,Current,None,EggShell,None,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Many
False,Adult,Prole,Normal,Older,None,EggShell,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adolescent,Prole,Adventurous,Current,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,Normal,False,TenThou,False,TenThou,City,False,HundredThou,HundredThou,True,TenThou,Poor,True,Million,One
False,Adolescent,Prole,Normal,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,Rural,False,HundredThou,HundredThou,False,Thousand,Poor,False,Thousand,Many
False,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Normal,True,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adolescent,Middle,Adventurous,Older,None,Tank,None,FamilySedan,Poor,FiveThou,False,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
False,Senior,Middle,Normal,Current,None,EggShell,None,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adult,Middle,Adventurous,Older,None,Football,None,FamilySedan,Excellent,TwentyThou,False,Expert,False,Thousand,False,TenThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Senior,Middle,Cautious,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,True,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,UpperMiddle,Normal,Older,None,EggShell,None,Luxury,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,False,Thousand,Fair,True,Thousand,Zero
False,Adolescent,Middle,Normal,Current,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,None,Tank,None,Luxury,Normal,FiftyThou,True,Normal,False,Thousand,False,FiftyThou,Secure,True,TenThou,Thousand,False,Thousand,Excellent,True,Thousand,Zero
False,Adult,Prole,Normal,Older,Severe,EggShell,Severe,Economy,Normal,TwentyThou,False,Normal,False,TenThou,False,TenThou,City,False,TenThou,TenThou,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Prole,Normal,Older,None,Football,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,One
False,Adult,Prole,Adventurous,Older,None,EggShell,None,SportsCar,Excellent,TwentyThou,False,Expert,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Senior,UpperMiddle,Cautious,Current,None,Football,None,FamilySedan,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,True,Thousand,Thousand,True,Thousand,Good,False,Thousand,One
True,Adolescent,Middle,Adventurous,Current,None,EggShell,None,SportsCar,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Many
False,Adult,Middle,Cautious,Older,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adolescent,Prole,Cautious,Older,Mild,Tank,Mild,FamilySedan,Poor,Domino,False,SubStandard,False,Thousand,False,FiveThou,City,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,One
True,Adolescent,Prole,Adventurous,Current,None,Football,Mild,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,Rural,False,TenThou,Thousand,True,Thousand,Good,True,Thousand,Many
False,Adult,Middle,Normal,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,Rural,False,HundredThou,HundredThou,False,Thousand,Fair,False,Thousand,Many
False,Senior,Prole,Normal,Older,None,EggShell,None,SportsCar,Excellent,FiftyThou,False,Expert,True,Thousand,False,TenThou,City,True,TenThou,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,Middle,Cautious,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,True,Normal,False,Thousand,False,TenThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,UpperMiddle,Cautious,Current,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Normal,Current,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Rural,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
False,Senior,Prole,Adventurous,Current,None,EggShell,None,SportsCar,Poor,Domino,False,Normal,False,Thousand,False,TwentyThou,City,False,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Many
False,Adult,Middle,Adventurous,Older,None,Football,None,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,Domino,False,Expert,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,Domino,False,Normal,True,Thousand,False,FiveThou,Rural,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
True,Adolescent,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
False,Adult,Prole,Adventurous,Older,Severe,EggShell,Moderate,SportsCar,Poor,TwentyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Fair,False,HundredThou,Many
False,Adult,UpperMiddle,Cautious,Current,None,Football,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
False,Adult,Middle,Normal,Older,Severe,Football,Moderate,Economy,Poor,FiveThou,False,SubStandard,False,TenThou,False,TenThou,Suburb,False,HundredThou,TenThou,True,Thousand,Fair,False,Thousand,One
False,Adolescent,Prole,Adventurous,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Normal,Older,None,Tank,Mild,FamilySedan,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Secure,False,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TenThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Many
False,Adult,Prole,Cautious,Current,None,EggShell,None,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,City,True,Thousand,Thousand,False,Thousand,Good,True,Thousand,Many
False,Adult,Middle,Adventurous,Older,None,Tank,None,FamilySedan,Excellent,TwentyThou,False,Expert,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,One
False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Adventurous,Older,None,Tank,Mild,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,False,Thousand,Good,False,Thousand,Many
False,Adult,Prole,Adventurous,Older,Moderate,EggShell,Moderate,Economy,Poor,TwentyThou,False,SubStandard,False,TenThou,False,TenThou,City,False,HundredThou,HundredThou,False,HundredThou,Poor,False,Thousand,Many
False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,UpperMiddle,Adventurous,Older,None,Football,None,Luxury,Normal,TwentyThou,False,Normal,False,Thousand,False,FiftyThou,Suburb,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Normal,Older,Moderate,Tank,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,Suburb,False,TenThou,TenThou,True,Thousand,Excellent,False,Thousand,Many
False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,True,Thousand,False,FiveThou,City,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Prole,Normal,Older,None,Tank,Mild,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Many
False,Senior,Prole,Cautious,Older,None,Football,None,FamilySedan,Normal,Domino,False,Normal,True,Thousand,False,FiveThou,City,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Normal,Current,None,EggShell,None,FamilySedan,Normal,Domino,True,Normal,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Senior,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Normal,TwentyThou,True,Normal,True,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Adolescent,Prole,Adventurous,Older,None,EggShell,None,Economy,Excellent,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Adolescent,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,Prole,Normal,Current,Moderate,EggShell,Moderate,SportsCar,Poor,FiveThou,True,SubStandard,False,HundredThou,False,TwentyThou,City,False,HundredThou,Thousand,False,Thousand,Fair,True,Thousand,Many
False,Adult,Prole,Normal,Older,Severe,Football,Severe,FamilySedan,Poor,TwentyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,HundredThou,HundredThou,True,Thousand,Fair,False,HundredThou,One
False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,False,Normal,False,TenThou,False,FiveThou,City,False,TenThou,TenThou,True,Thousand,Poor,False,Thousand,Zero
False,Adolescent,Middle,Normal,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,HundredThou,HundredThou,True,TenThou,Poor,False,Thousand,Many
False,Adolescent,Prole,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Normal,Current,Severe,EggShell,Severe,Economy,Poor,Domino,False,SubStandard,False,TenThou,False,TenThou,City,False,HundredThou,TenThou,False,TenThou,Poor,True,Thousand,Many
False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Secure,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,One
False,Adult,UpperMiddle,Cautious,Current,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adolescent,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,TenThou,TenThou,False,HundredThou,Poor,False,Thousand,Many
False,Adult,Prole,Cautious,Older,None,EggShell,None,SportsCar,Excellent,FiftyThou,False,Normal,False,Thousand,False,TenThou,Rural,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Normal,TwentyThou,True,Normal,True,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Adventurous,Current,Moderate,Football,Moderate,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,City,False,TenThou,TenThou,False,Thousand,Excellent,True,Thousand,Many
False,Senior,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Cautious,Current,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,True,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
